小樽市花園町,115,後志地方北部,43.1906,140.9933
積丹町日司町,115,後志地方北部,43.3547,140.4722
積丹町美国町,115,後志地方北部,43.2919,140.6014
積丹町余別町,115,後志地方北部,43.3233,140.3789
古平町浜町,115,後志地方北部,43.2653,140.6389
仁木町西町,115,後志地方北部,43.1517,140.7658
余市町朝日町,115,後志地方北部,43.1950,140.7833
余市町浜中町,115,後志地方北部,43.1972,140.7817
赤井川村赤井川,115,後志地方北部,43.0844,140.8197
ニセコ町中央通,116,後志地方東部,42.8075,140.6875
真狩村真狩,116,後志地方東部,42.7628,140.8036
留寿都村留寿都,116,後志地方東部,42.7369,140.8756
喜茂別町喜茂別,116,後志地方東部,42.7975,140.9364
京極町京極,116,後志地方東部,42.8583,140.8844
倶知安町南１条,116,後志地方東部,42.9008,140.7572
倶知安町北４条,116,後志地方東部,42.9056,140.7669
島牧村江ノ島,117,後志地方西部,42.6453,140.0411
島牧村泊,117,後志地方西部,42.7008,140.0614
寿都町新栄,117,後志地方西部,42.7956,140.2242
寿都町渡島,117,後志地方西部,42.7903,140.2303
黒松内町黒松内,117,後志地方西部,42.6678,140.3047
蘭越町蘭越,117,後志地方西部,42.8050,140.5300
共和町南幌似,117,後志地方西部,42.9800,140.6114
岩内町高台,117,後志地方西部,42.9797,140.5150
岩内町清住,117,後志地方西部,42.9792,140.5092
泊村茅沼村,117,後志地方西部,43.0628,140.4992
神恵内村神恵内,117,後志地方西部,43.1447,140.4353
奥尻町松江,119,北海道奥尻島,42.0847,139.4703
奥尻町奥尻,119,北海道奥尻島,42.1725,139.5142
深川市１条,120,空知地方北部,43.7242,142.0525
妹背牛町妹背牛,120,空知地方北部,43.7003,141.9617
秩父別町役場,120,空知地方北部,43.7672,141.9578
北竜町竜西,120,空知地方北部,43.7453,141.7211
北竜町和,120,空知地方北部,43.7317,141.8792
沼田町沼田,120,空知地方北部,43.8006,141.9342
芦別市旭町,121,空知地方中部,43.5067,142.2192
芦別市北２条,121,空知地方中部,43.5197,142.1914
赤平市泉町,121,空知地方中部,43.5578,142.0442
滝川市大町,121,空知地方中部,43.5572,141.9106
滝川市新町,121,空知地方中部,43.5522,141.9172
砂川市西７条,121,空知地方中部,43.4947,141.9022
歌志内市本町,121,空知地方中部,43.5211,142.0347
奈井江町奈井江,121,空知地方中部,43.4250,141.8831
上砂川町上砂川,121,空知地方中部,43.4825,141.9844
浦臼町ウラウスナイ,121,空知地方中部,43.4303,141.8189
新十津川町中央,121,空知地方中部,43.5489,141.8769
雨竜町フシコウリウ,121,空知地方中部,43.6439,141.8894
夕張市若菜,122,空知地方南部,43.0286,141.9653
岩見沢市５条,122,空知地方南部,43.2125,141.7856
岩見沢市鳩が丘,122,空知地方南部,43.1967,141.7753
岩見沢市北村赤川,122,空知地方南部,43.2619,141.6964
岩見沢市栗沢町東本町,122,空知地方南部,43.1217,141.7464
美唄市西５条,122,空知地方南部,43.3344,141.8467
美唄市西３条,122,空知地方南部,43.3331,141.8553
三笠市幸町,122,空知地方南部,43.2456,141.8753
南幌町栄町,122,空知地方南部,43.0636,141.6506
由仁町新光,122,空知地方南部,42.9983,141.7903
長沼町中央,122,空知地方南部,43.0106,141.6953
栗山町松風,122,空知地方南部,43.0564,141.7842
月形町円山公園,122,空知地方南部,43.3442,141.6633
士別市朝日町,125,上川地方北部,44.1186,142.5931
士別市東６条,125,上川地方北部,44.1769,142.4011
士別市東３条,125,上川地方北部,44.1819,142.3942
名寄市大通,125,上川地方北部,44.3556,142.4631
名寄市西５条,125,上川地方北部,44.3597,142.4544
名寄市風連町,125,上川地方北部,44.2919,142.4142
和寒町西町,125,上川地方北部,44.0233,142.4122
剣淵町仲町,125,上川地方北部,44.0958,142.3617
下川町北町,125,上川地方北部,44.3108,142.6417
美深町西町,125,上川地方北部,44.4806,142.3425
美深町仁宇布,125,上川地方北部,44.5450,142.5689
音威子府村音威子府,125,上川地方北部,44.7283,142.2633
上川中川町中川,125,上川地方北部,44.8114,142.0717
幌加内町平和,125,上川地方北部,44.0069,142.1483
幌加内町朱鞠内,125,上川地方北部,44.2806,142.1611
旭川市宮前１条,126,上川地方中部,43.7575,142.3728
旭川市７条,126,上川地方中部,43.7725,142.3647
鷹栖町南１条,126,上川地方中部,43.8431,142.3544
東神楽町南１条,126,上川地方中部,43.6961,142.4514
当麻町３条,126,上川地方中部,43.8278,142.5075
比布町北町,126,上川地方中部,43.8753,142.4778
愛別町南町,126,上川地方中部,43.9089,142.5694
上川地方上川町越路,126,上川地方中部,43.8761,142.7436
上川地方上川町花園町,126,上川地方中部,43.8542,142.7683
上川地方上川町清川,126,上川地方中部,43.7703,142.9031
東川町東町,126,上川地方中部,43.6986,142.5100
美瑛町本町,126,上川地方中部,43.5883,142.4675
美瑛町忠別,126,上川地方中部,43.6247,142.6836
富良野市若松町,127,上川地方南部,43.3456,142.3842
富良野市末広町,127,上川地方南部,43.3419,142.3844
上富良野町大町,127,上川地方南部,43.4556,142.4669
中富良野町本町,127,上川地方南部,43.4053,142.4253
南富良野町幾寅,127,上川地方南部,43.1664,142.5903
南富良野町役場,127,上川地方南部,43.1664,142.5661
占冠村中央,127,上川地方南部,42.9803,142.3994
苫前町旭,130,留萌地方中北部,44.3058,141.6528
羽幌町南３条,130,留萌地方中北部,44.3631,141.7008
羽幌町焼尻,130,留萌地方中北部,44.4292,141.4228
羽幌町南町,130,留萌地方中北部,44.3608,141.6978
初山別村有明,130,留萌地方中北部,44.4017,141.8492
初山別村初山別,130,留萌地方中北部,44.5322,141.7664
遠別町本町,130,留萌地方中北部,44.7194,141.8283
天塩町川口,130,留萌地方中北部,44.8844,141.7500
留萌市大町,131,留萌地方南部,43.9461,141.6319
留萌市幸町,131,留萌地方南部,43.9406,141.6369
増毛町見晴町,131,留萌地方南部,43.8514,141.5275
増毛町岩尾,131,留萌地方南部,43.7733,141.3683
小平町鬼鹿,131,留萌地方南部,44.1483,141.6642
小平町達布,131,留萌地方南部,44.0489,141.8572
稚内市恵北,135,宗谷地方北部,45.3181,141.8933
稚内市開運,135,宗谷地方北部,45.4153,141.6781
稚内市中央,135,宗谷地方北部,45.4161,141.6719
稚内市宗谷岬,135,宗谷地方北部,45.5131,141.9547
稚内市沼川,135,宗谷地方北部,45.2522,141.8531
猿払村浅茅野,135,宗谷地方北部,45.2139,142.2253
猿払村浜鬼志別,135,宗谷地方北部,45.3328,142.1747
豊富町西６条,135,宗谷地方北部,45.1028,141.7667
幌延町宮園町,135,宗谷地方北部,45.0172,141.8492
浜頓別町クッチャロ,136,宗谷地方南部,45.1264,142.3517
中頓別町中頓別,136,宗谷地方南部,44.9697,142.2906
宗谷枝幸町岬町,136,宗谷地方南部,44.9611,142.5797
宗谷枝幸町本町,136,宗谷地方南部,44.9400,142.5850
宗谷枝幸町栄町,136,宗谷地方南部,44.9375,142.5742
宗谷枝幸町歌登東町,136,宗谷地方南部,44.8417,142.4808
宗谷枝幸町風烈布,136,宗谷地方南部,44.7406,142.7631
礼文町上泊埼,139,北海道利尻礼文,45.4233,141.0650
礼文町香深,139,北海道利尻礼文,45.3047,141.0475
礼文町船泊,139,北海道利尻礼文,45.4406,141.0367
利尻町沓形,139,北海道利尻礼文,45.1869,141.1397
利尻富士町鬼脇,139,北海道利尻礼文,45.1400,141.3072
利尻富士町鴛泊,139,北海道利尻礼文,45.2458,141.2169
網走市台町,140,網走地方,44.0181,144.2794
網走市南６条,140,網走地方,44.0200,144.2728
美幌町東３条,140,網走地方,43.8158,144.1031
津別町幸町,140,網走地方,43.7053,144.0269
斜里町本町,140,網走地方,43.9114,144.6711
斜里町ウトロ香川,140,網走地方,44.0697,144.9972
清里町羽衣町,140,網走地方,43.8350,144.5944
小清水町小清水,140,網走地方,43.8564,144.4628
大空町東藻琴,140,網走地方,43.8411,144.2947
大空町女満別西３条,140,網走地方,43.9117,144.1725
北見市公園町,141,北見地方,43.8175,143.9031
北見市留辺蘂町上町,141,北見地方,43.7883,143.6153
北見市常呂町東浜,141,北見地方,44.1183,144.0853
北見市南仲町,141,北見地方,43.7994,143.9006
北見市常呂町常呂,141,北見地方,44.1203,144.0711
北見市留辺蘂町栄町,141,北見地方,43.7847,143.6069
北見市留辺蘂町富士見,141,北見地方,43.6744,143.3086
北見市端野町二区,141,北見地方,43.8611,143.9472
訓子府町東町,141,北見地方,43.7256,143.7417
置戸町拓殖,141,北見地方,43.6706,143.5778
佐呂間町永代町,141,北見地方,44.0183,143.7744
紋別市南が丘町,142,紋別地方,44.3453,143.3553
紋別市幸町,142,紋別地方,44.3556,143.3536
遠軽町丸瀬布金湧山,142,紋別地方,44.0092,143.3558
遠軽町学田,142,紋別地方,44.0919,143.5333
遠軽町白滝,142,紋別地方,43.8783,143.1744
遠軽町生田原,142,紋別地方,43.9233,143.5317
湧別町栄町,142,紋別地方,44.2197,143.6153
湧別町上湧別,142,紋別地方,44.1514,143.5731
滝上町旭町,142,紋別地方,44.1914,143.0772
興部町興部,142,紋別地方,44.4794,143.1275
西興部村西興部,142,紋別地方,44.3286,142.9444
雄武町雄武,142,紋別地方,44.5825,142.9617
胆振伊達市梅本,145,胆振地方西部,42.4739,140.8761
胆振伊達市末永町,145,胆振地方西部,42.4725,140.8656
胆振伊達市大滝区本町,145,胆振地方西部,42.6708,141.0789
豊浦町大岸,145,胆振地方西部,42.5892,140.6433
壮瞥町滝之町,145,胆振地方西部,42.5531,140.8864
洞爺湖町栄町,145,胆振地方西部,42.5514,140.7636
洞爺湖町洞爺町,145,胆振地方西部,42.6481,140.8303
室蘭市山手町,146,胆振地方中東部,42.3117,140.9750
室蘭市寿町,146,胆振地方中東部,42.3481,141.0317
苫小牧市末広町,146,胆振地方中東部,42.6381,141.6122
苫小牧市旭町,146,胆振地方中東部,42.6342,141.6056
登別市鉱山,146,胆振地方中東部,42.4708,141.0344
登別市桜木町,146,胆振地方中東部,42.4208,141.0814
白老町大町,146,胆振地方中東部,42.5511,141.3558
白老町緑丘,146,胆振地方中東部,42.5625,141.3497
厚真町鹿沼,146,胆振地方中東部,42.6225,141.9203
厚真町京町,146,胆振地方中東部,42.7236,141.8781
安平町早来北進,146,胆振地方中東部,42.7653,141.8219
安平町追分柏が丘,146,胆振地方中東部,42.8739,141.8203
むかわ町松風,146,胆振地方中東部,42.5750,141.9278
むかわ町穂別,146,胆振地方中東部,42.7606,142.1344
日高地方日高町日高,150,日高地方西部,42.8772,142.4483
日高地方日高町門別,150,日高地方西部,42.4825,142.0542
平取町仁世宇,150,日高地方西部,42.7811,142.3597
平取町本町,150,日高地方西部,42.5883,142.1308
平取町振内,150,日高地方西部,42.7272,142.2972
新冠町北星町,151,日高地方中部,42.3625,142.3186
新ひだか町静内山手町,151,日高地方中部,42.3447,142.3619
新ひだか町静内御園,151,日高地方中部,42.4097,142.4667
新ひだか町静内御幸町,151,日高地方中部,42.3414,142.3686
新ひだか町三石旭町,151,日高地方中部,42.2528,142.5642
新ひだか町静内農屋,151,日高地方中部,42.4192,142.4992
浦河町野深,152,日高地方東部,42.2825,142.7497
浦河町潮見,152,日高地方東部,42.1622,142.7769
浦河町築地,152,日高地方東部,42.1678,142.7672
様似町栄町,152,日高地方東部,42.1306,142.9353
えりも町本町,152,日高地方東部,42.0172,143.1531
えりも町目黒,152,日高地方東部,42.1286,143.3153
えりも町えりも岬,152,日高地方東部,41.9369,143.2403
上士幌町清水谷,155,十勝地方北部,43.3189,143.3047
上士幌町上士幌,155,十勝地方北部,43.2328,143.2964
鹿追町東町,155,十勝地方北部,43.0989,142.9889
新得町２条,155,十勝地方北部,43.0733,142.8394
新得町トムラウシ,155,十勝地方北部,43.3336,142.9472
足寄町上螺湾,155,十勝地方北部,43.2992,143.7656
足寄町南１条,155,十勝地方北部,43.2433,143.5542
陸別町陸別,155,十勝地方北部,43.4714,143.7481
帯広市東４条,156,十勝地方中部,42.9225,143.2122
帯広市東６条,156,十勝地方中部,42.9308,143.2136
音更町元町,156,十勝地方中部,42.9944,143.1983
士幌町士幌,156,十勝地方中部,43.1692,143.2406
十勝清水町南４条,156,十勝地方中部,43.0114,142.8844
芽室町東２条,156,十勝地方中部,42.9117,143.0511
幕別町忠類明和,156,十勝地方中部,42.6175,143.3603
幕別町忠類錦町,156,十勝地方中部,42.5672,143.3111
幕別町本町,156,十勝地方中部,42.9089,143.3561
十勝池田町西１条,156,十勝地方中部,42.9281,143.4481
豊頃町茂岩本町,156,十勝地方中部,42.8014,143.5061
本別町北２丁目,156,十勝地方中部,43.1244,143.6108
本別町向陽町,156,十勝地方中部,43.1211,143.6181
浦幌町桜町,156,十勝地方中部,42.8086,143.6586
中札内村東２条,157,十勝地方南部,42.6972,143.1356
更別村更別,157,十勝地方南部,42.6506,143.1875
十勝大樹町東本通,157,十勝地方南部,42.4983,143.2786
十勝大樹町生花,157,十勝地方南部,42.6181,143.4208
広尾町並木通,157,十勝地方南部,42.2947,143.3172
広尾町白樺通,157,十勝地方南部,42.2911,143.2986
弟子屈町美里,160,釧路地方北部,43.4808,144.4364
弟子屈町弟子屈,160,釧路地方北部,43.5075,144.4483
弟子屈町サワンチサップ,160,釧路地方北部,43.6425,144.3900
釧路市幸町,161,釧路地方中南部,42.9867,144.3781
釧路市音別町尺別,161,釧路地方中南部,42.9056,143.8311
釧路市黒金町,161,釧路地方中南部,42.9844,144.3822
釧路市阿寒町中央,161,釧路地方中南部,43.1139,144.1228
釧路市阿寒町阿寒湖温泉,161,釧路地方中南部,43.4367,144.0853
釧路市音別町中園,161,釧路地方中南部,42.8928,143.9331
釧路町別保,161,釧路地方中南部,42.9964,144.4658
厚岸町尾幌,161,釧路地方中南部,42.9969,144.6925
厚岸町真栄,161,釧路地方中南部,43.0508,144.8497
浜中町湯沸,161,釧路地方中南部,43.0828,145.1606
浜中町茶内,161,釧路地方中南部,43.1308,145.0286
標茶町川上,161,釧路地方中南部,43.3031,144.5994
標茶町塘路,161,釧路地方中南部,43.1483,144.4975
鶴居村鶴居東,161,釧路地方中南部,43.2328,144.3247
白糠町西１条,161,釧路地方中南部,42.9581,144.0694
中標津町養老牛,165,根室地方北部,43.5875,144.7150
中標津町丸山,165,根室地方北部,43.5547,144.9725
標津町古多糠,165,根室地方北部,43.7756,145.0044
標津町北２条,165,根室地方北部,43.6617,145.1306
標津町薫別,165,根室地方北部,43.7936,145.0564
羅臼町春日,165,根室地方北部,43.9397,145.1200
羅臼町緑町,165,根室地方北部,44.0200,145.1883
羅臼町岬町,165,根室地方北部,44.1058,145.2478
別海町常盤,166,根室地方中部,43.3944,145.1178
別海町西春別,166,根室地方中部,43.4106,144.7703
別海町本別海,166,根室地方中部,43.3850,145.2839
根室市弥栄,167,根室地方南部,43.3308,145.5856
根室市豊里,167,根室地方南部,43.3672,145.7386
根室市牧の内,167,根室地方南部,43.3325,145.6003
根室市厚床,167,根室地方南部,43.2325,145.2603
根室市落石東,167,根室地方南部,43.1947,145.5208
根室市珸瑤瑁,167,根室地方南部,43.3678,145.8025
青森市花園,200,青森県津軽北部,40.8219,140.7686
青森市中央,200,青森県津軽北部,40.8192,140.7500
青森市浪岡,200,青森県津軽北部,40.7108,140.5953
五所川原市栄町,200,青森県津軽北部,40.7994,140.4428
五所川原市太田,200,青森県津軽北部,41.0600,140.4075
五所川原市敷島町,200,青森県津軽北部,40.8150,140.4472
五所川原市相内,200,青森県津軽北部,41.0556,140.3461
五所川原市金木町,200,青森県津軽北部,40.9031,140.4564
平内町小湊,200,青森県津軽北部,40.9253,140.9525
平内町東田沢,200,青森県津軽北部,40.9922,140.9153
今別町今別,200,青森県津軽北部,41.1819,140.4814
蓬田村蓬田,200,青森県津軽北部,40.9717,140.6558
板柳町板柳,200,青森県津軽北部,40.6956,140.4575
鶴田町鶴田,200,青森県津軽北部,40.7581,140.4283
つがる市木造,200,青森県津軽北部,40.8086,140.3800
つがる市柏,200,青森県津軽北部,40.7853,140.4108
つがる市車力町,200,青森県津軽北部,40.9478,140.3594
つがる市森田町,200,青森県津軽北部,40.7808,140.3342
つがる市稲垣町,200,青森県津軽北部,40.8803,140.3967
外ヶ浜町蟹田,200,青森県津軽北部,41.0433,140.6319
外ヶ浜町平舘,200,青森県津軽北部,41.1492,140.6347
外ヶ浜町三厩,200,青森県津軽北部,41.1944,140.4333
中泊町小泊,200,青森県津軽北部,41.1303,140.3006
中泊町中里,200,青森県津軽北部,40.9603,140.4328
弘前市和田町,201,青森県津軽南部,40.6111,140.4553
弘前市弥生,201,青森県津軽南部,40.6517,140.3589
弘前市城東中央,201,青森県津軽南部,40.6017,140.4989
弘前市賀田,201,青森県津軽南部,40.6161,140.4214
弘前市五所,201,青森県津軽南部,40.5856,140.3969
黒石市市ノ町,201,青森県津軽南部,40.6428,140.5944
鰺ヶ沢町舞戸町鳴戸,201,青森県津軽南部,40.7819,140.2333
鰺ヶ沢町舞戸町小夜,201,青森県津軽南部,40.7781,140.1975
深浦町長慶平,201,青森県津軽南部,40.5953,140.0033
深浦町深浦岡町,201,青森県津軽南部,40.6464,139.9333
深浦町深浦中沢,201,青森県津軽南部,40.6361,139.9283
深浦町岩崎,201,青森県津軽南部,40.5814,139.9269
西目屋村田代,201,青森県津軽南部,40.5775,140.2972
藤崎町西豊田,201,青森県津軽南部,40.6558,140.5025
藤崎町水木,201,青森県津軽南部,40.6744,140.5417
大鰐町大鰐,201,青森県津軽南部,40.5181,140.5678
田舎館村田舎館,201,青森県津軽南部,40.6314,140.5497
平川市猿賀,201,青森県津軽南部,40.6153,140.5731
平川市柏木町,201,青森県津軽南部,40.5842,140.5667
平川市碇ヶ関,201,青森県津軽南部,40.4731,140.6314
八戸市島守,202,青森県三八上北,40.3761,141.5117
八戸市湊町,202,青森県三八上北,40.5275,141.5217
八戸市内丸,202,青森県三八上北,40.5136,141.4803
八戸市南郷,202,青森県三八上北,40.4042,141.4375
十和田市西二番町,202,青森県三八上北,40.6150,141.2078
十和田市西十二番町,202,青森県三八上北,40.6128,141.2064
十和田市奥瀬,202,青森県三八上北,40.5861,141.1089
三沢市桜町,202,青森県三八上北,40.6828,141.3692
野辺地町田狭沢,202,青森県三八上北,40.8719,141.1414
野辺地町野辺地,202,青森県三八上北,40.8642,141.1281
七戸町北天間舘,202,青森県三八上北,40.7894,141.0644
七戸町七戸,202,青森県三八上北,40.6975,141.1508
七戸町森ノ上,202,青森県三八上北,40.7444,141.1575
六戸町犬落瀬,202,青森県三八上北,40.6094,141.3250
横浜町林ノ脇,202,青森県三八上北,41.0839,141.2550
横浜町寺下,202,青森県三八上北,41.0831,141.2475
東北町上北南,202,青森県三八上北,40.7278,141.2578
東北町塔ノ沢山,202,青森県三八上北,40.7775,141.2178
六ヶ所村尾駮,202,青森県三八上北,40.9667,141.3739
六ヶ所村出戸,202,青森県三八上北,41.0072,141.3661
三戸町在府小路町,202,青森県三八上北,40.3783,141.2594
五戸町古舘,202,青森県三八上北,40.5311,141.3078
五戸町倉石中市,202,青森県三八上北,40.5067,141.2528
田子町田子,202,青森県三八上北,40.3397,141.1517
青森南部町沖田面,202,青森県三八上北,40.4128,141.2797
青森南部町苫米地,202,青森県三八上北,40.4667,141.3825
青森南部町平,202,青森県三八上北,40.4200,141.3306
階上町道仏,202,青森県三八上北,40.4522,141.6222
新郷村戸来,202,青森県三八上北,40.4653,141.1733
おいらせ町中下田,202,青森県三八上北,40.5992,141.3978
おいらせ町上明堂,202,青森県三八上北,40.5950,141.4281
むつ市金曲,203,青森県下北,41.2833,141.2114
むつ市大畑町奥薬研,203,青森県下北,41.3844,141.0444
むつ市金谷,203,青森県下北,41.2947,141.1969
むつ市大畑町中島,203,青森県下北,41.4053,141.1697
むつ市川内町,203,青森県下北,41.1958,140.9975
むつ市脇野沢,203,青森県下北,41.1461,140.8144
大間町大間,203,青森県下北,41.5222,140.9053
東通村砂子又蒲谷地,203,青森県下北,41.2653,141.3372
東通村尻屋,203,青森県下北,41.4086,141.4483
東通村白糠,203,青森県下北,41.1689,141.3844
東通村砂子又沢内,203,青森県下北,41.2781,141.3286
風間浦村易国間,203,青森県下北,41.4872,140.9953
佐井村長後,203,青森県下北,41.3278,140.8131
佐井村佐井,203,青森県下北,41.4294,140.8586
宮古市鍬ヶ崎,210,岩手県沿岸北部,39.6469,141.9656
宮古市長沢,210,岩手県沿岸北部,39.5767,141.8194
宮古市五月町,210,岩手県沿岸北部,39.6469,141.9464
宮古市川井,210,岩手県沿岸北部,39.5994,141.6789
宮古市区界,210,岩手県沿岸北部,39.6333,141.4375
宮古市田老,210,岩手県沿岸北部,39.7356,141.9669
宮古市茂市,210,岩手県沿岸北部,39.6261,141.7911
久慈市川崎町,210,岩手県沿岸北部,40.1892,141.7753
久慈市枝成沢,210,岩手県沿岸北部,40.2056,141.7097
久慈市長内町,210,岩手県沿岸北部,40.1817,141.7639
久慈市山形町,210,岩手県沿岸北部,40.1478,141.5714
山田町八幡町,210,岩手県沿岸北部,39.4675,141.9492
山田町大沢,210,岩手県沿岸北部,39.4850,141.9747
岩泉町大川,210,岩手県沿岸北部,39.8028,141.6583
岩泉町岩泉,210,岩手県沿岸北部,39.8428,141.7967
田野畑村田野畑,210,岩手県沿岸北部,39.9414,141.8600
田野畑村役場,210,岩手県沿岸北部,39.9306,141.8889
普代村銅屋,210,岩手県沿岸北部,40.0050,141.8858
野田村野田,210,岩手県沿岸北部,40.1103,141.8175
岩手洋野町種市,210,岩手県沿岸北部,40.4083,141.7183
岩手洋野町大野,210,岩手県沿岸北部,40.2839,141.6244
大船渡市大船渡町,211,岩手県沿岸南部,39.0653,141.7144
大船渡市猪川町,211,岩手県沿岸南部,39.0831,141.6647
大船渡市盛町,211,岩手県沿岸南部,39.0814,141.7081
陸前高田市高田町,211,岩手県沿岸南部,39.0267,141.6239
釜石市只越町,211,岩手県沿岸南部,39.2758,141.8856
釜石市中妻町,211,岩手県沿岸南部,39.2700,141.8558
住田町世田米,211,岩手県沿岸南部,39.1422,141.5756
大槌町小鎚,211,岩手県沿岸南部,39.3592,141.9017
盛岡市山王町,212,岩手県内陸北部,39.6986,141.1656
盛岡市馬場町,212,岩手県内陸北部,39.6953,141.1478
盛岡市薮川,212,岩手県内陸北部,39.7839,141.3294
盛岡市渋民,212,岩手県内陸北部,39.8469,141.1664
二戸市福岡,212,岩手県内陸北部,40.2719,141.3036
二戸市石切所,212,岩手県内陸北部,40.2611,141.2906
二戸市浄法寺町,212,岩手県内陸北部,40.1836,141.1558
雫石町千刈田,212,岩手県内陸北部,39.6967,140.9758
雫石町西根上駒木野,212,岩手県内陸北部,39.7414,140.9525
葛巻町葛巻元木,212,岩手県内陸北部,39.9872,141.3258
葛巻町消防分署,212,岩手県内陸北部,40.0364,141.4500
葛巻町役場,212,岩手県内陸北部,40.0394,141.4369
岩手町五日市,212,岩手県内陸北部,39.9722,141.2125
一戸町高善寺,212,岩手県内陸北部,40.2128,141.2953
八幡平市大更,212,岩手県内陸北部,39.9261,141.0950
八幡平市田頭,212,岩手県内陸北部,39.9203,141.0819
八幡平市叺田,212,岩手県内陸北部,40.1017,141.0525
八幡平市野駄,212,岩手県内陸北部,39.9564,141.0714
軽米町軽米,212,岩手県内陸北部,40.3267,141.4603
九戸村伊保内,212,岩手県内陸北部,40.2108,141.4192
矢巾町南矢幅,212,岩手県内陸北部,39.6053,141.1422
紫波町紫波中央駅前,212,岩手県内陸北部,39.5542,141.1550
滝沢市鵜飼,212,岩手県内陸北部,39.7347,141.0769
花巻市大迫町,213,岩手県内陸南部,39.4778,141.2897
花巻市石鳥谷町,213,岩手県内陸南部,39.4842,141.1469
花巻市大迫総合支所,213,岩手県内陸南部,39.4689,141.2914
花巻市材木町,213,岩手県内陸南部,39.3861,141.1086
